131,159,1910,01,57.90
131,159,1910,02,54.90
131,159,1910,03,11.02
131,159,1910,04,67.42
131,159,1910,05,56.94
131,159,1910,06,42.69
131,159,1910,07,78.35
131,159,1910,08,74.84
131,159,1910,09,5.25
131,159,1910,10,55.32
131,159,1910,11,61.67
131,159,1910,12,57.94
131,159,1911,01,31.98
131,159,1911,02,26.24
131,159,1911,03,26.81
131,159,1911,04,29.25
131,159,1911,05,48.71
131,159,1911,06,62.97
131,159,1911,07,27.39
131,159,1911,08,48.42
131,159,1911,09,57.77
131,159,1911,10,58.09
131,159,1911,11,75.81
131,159,1911,12,89.53
131,159,1912,01,85.82
131,159,1912,02,33.09
131,159,1912,03,64.26
131,159,1912,04,2.46
131,159,1912,05,67.09
131,159,1912,06,114.27
131,159,1912,07,104.54
131,159,1912,08,112.74
131,159,1912,09,37.56
131,159,1912,10,54.11
131,159,1912,11,52.92
131,159,1912,12,47.24
131,159,1913,01,77.88
131,159,1913,02,17.47
131,159,1913,03,48.11
131,159,1913,04,74.05
131,159,1913,05,47.58
131,159,1913,06,27.73
131,159,1913,07,14.11
131,159,1913,08,21.59
131,159,1913,09,28.95
131,159,1913,10,56.74
131,159,1913,11,49.85
131,159,1913,12,34.03
131,159,1914,01,37.58
131,159,1914,02,33.31
131,159,1914,03,40.52
131,159,1914,04,15.79
131,159,1914,05,34.35
131,159,1914,06,37.48
131,159,1914,07,150.64
131,159,1914,08,32.39
131,159,1914,09,26.01
131,159,1914,10,44.16
131,159,1914,11,66.22
131,159,1914,12,107.97
131,159,1915,01,72.44
131,159,1915,02,66.54
131,159,1915,03,22.64
131,159,1915,04,28.67
131,159,1915,05,33.80
131,159,1915,06,9.69
131,159,1915,07,113.68
131,159,1915,08,49.36
131,159,1915,09,34.30
131,159,1915,10,23.96
131,159,1915,11,35.96
131,159,1915,12,124.26
131,159,1916,01,19.90
131,159,1916,02,70.79
131,159,1916,03,62.33
131,159,1916,04,28.93
131,159,1916,05,61.24
131,159,1916,06,34.34
131,159,1916,07,49.86
131,159,1916,08,69.74
131,159,1916,09,25.33
131,159,1916,10,74.17
131,159,1916,11,48.42
131,159,1916,12,46.90
131,159,1917,01,72.95
131,159,1917,02,18.25
131,159,1917,03,41.51
131,159,1917,04,49.24
131,159,1917,05,32.64
131,159,1917,06,30.62
131,159,1917,07,31.08
131,159,1917,08,130.51
131,159,1917,09,14.62
131,159,1917,10,66.59
131,159,1917,11,36.07
131,159,1917,12,23.92
131,159,1918,01,41.60
131,159,1918,02,46.88
131,159,1918,03,22.60
131,159,1918,04,23.18
131,159,1918,05,65.23
131,159,1918,06,16.60
131,159,1918,07,75.23
131,159,1918,08,54.51
131,159,1918,09,131.22
131,159,1918,10,29.01
131,159,1918,11,34.15
131,159,1918,12,91.83
131,159,1919,01,61.82
131,159,1919,02,28.52
131,159,1919,03,64.26
131,159,1919,04,34.32
131,159,1919,05,23.62
131,159,1919,06,18.86
131,159,1919,07,89.29
131,159,1919,08,53.65
131,159,1919,09,23.37
131,159,1919,10,78.18
131,159,1919,11,40.97
131,159,1919,12,77.24
131,159,1920,01,60.82
131,159,1920,02,25.71
131,159,1920,03,42.21
131,159,1920,04,89.08
131,159,1920,05,56.06
131,159,1920,06,39.31
131,159,1920,07,162.74
131,159,1920,08,31.38
131,159,1920,09,25.72
131,159,1920,10,51.16
131,159,1920,11,27.44
131,159,1920,12,52.47
131,159,1921,01,46.66
131,159,1921,02,3.43
131,159,1921,03,22.06
131,159,1921,04,32.83
131,159,1921,05,37.79
131,159,1921,06,5.07
131,159,1921,07,28.40
131,159,1921,08,91.47
131,159,1921,09,17.04
131,159,1921,10,38.80
131,159,1921,11,41.79
131,159,1921,12,49.37
131,159,1922,01,68.05
131,159,1922,02,54.63
